fault_id,vehicle_type,system,symptom,fault_name,obd_code,confidence,severity,required_parts,estimated_time_hours,estimated_cost_range,fix_procedure,common_vehicles
F0184,Car,Electrical,crankshaft position sensor intermittent failure,Camshaft Position Sensor Failure,"P0340,P0341",0.84,High,P-068,1,2000-3500,Read diagnostic codes. Inspect sensor wiring and connector. Replace camshaft position sensor. Clear codes and test for intermittent fault.,"Hyundai i20,Tata Nexon,Kia Seltos,Maruti Swift"
F0185,Car,Electrical,engine cutting out randomly crank sensor code,Camshaft Position Sensor Failure,"P0340,P0341",0.84,High,P-068,1,2000-3500,Read diagnostic codes. Inspect sensor wiring and connector. Replace camshaft position sensor. Clear codes and test for intermittent fault.,"Hyundai i20,Tata Nexon,Kia Seltos,Maruti Swift"
F0186,Car,Electrical,intermittent no-start with crank sensor fault code,Camshaft Position Sensor Failure,"P0340,P0341",0.84,High,P-068,1,2000-3500,Read diagnostic codes. Inspect sensor wiring and connector. Replace camshaft position sensor. Clear codes and test for intermittent fault.,"Hyundai i20,Tata Nexon,Kia Seltos,Maruti Swift"
F0187,Car,Electrical,parasitic battery drain car battery dies after parking,Parasitic Current Draw,,0.76,Medium,P-061,3,2000-5000,Perform parasitic draw test with multimeter on battery. Pull fuses one by one to identify circuit. Check aftermarket accessories boot light glove box light.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0188,Car,Electrical,battery going flat within two days of parking,Parasitic Current Draw,,0.76,Medium,P-061,3,2000-5000,Perform parasitic draw test with multimeter on battery. Pull fuses one by one to identify circuit. Check aftermarket accessories boot light glove box light.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0189,Car,Electrical,something draining battery when car is turned off,Parasitic Current Draw,,0.76,Medium,P-061,3,2000-5000,Perform parasitic draw test with multimeter on battery. Pull fuses one by one to identify circuit. Check aftermarket accessories boot light glove box light.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0190,Car,Electrical,tail light or brake light not working,Tail Lamp Bulb or Wiring Issue,,0.85,Low,P-069,0.5,200-800,Inspect bulb for burnt filament. Replace bulb. If new bulb fails check socket for corrosion. Test wiring and ground connection to tail light assembly.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0191,Car,Electrical,rear lights not functioning one side,Tail Lamp Bulb or Wiring Issue,,0.85,Low,P-069,0.5,200-800,Inspect bulb for burnt filament. Replace bulb. If new bulb fails check socket for corrosion. Test wiring and ground connection to tail light assembly.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0192,Car,Electrical,burned out tail lamp or brake lamp bulb,Tail Lamp Bulb or Wiring Issue,,0.85,Low,P-069,0.5,200-800,Inspect bulb for burnt filament. Replace bulb. If new bulb fails check socket for corrosion. Test wiring and ground connection to tail light assembly.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0193,Car,Suspension,car bouncing excessively over bumps,Shock Absorber Failure,,0.86,High,"P-070,P-071",3,4000-8000,Inspect shock absorbers for oil leaks and bounce test. Replace shocks in pairs front or rear. Check mounting bolts and bushes.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0194,Car,Suspension,shock absorbers leaking oil visible on strut,Shock Absorber Failure,,0.86,High,"P-070,P-071",3,4000-8000,Inspect shock absorbers for oil leaks and bounce test. Replace shocks in pairs front or rear. Check mounting bolts and bushes.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0195,Car,Suspension,car continues bouncing after going over speed bump,Shock Absorber Failure,,0.86,High,"P-070,P-071",3,4000-8000,Inspect shock absorbers for oil leaks and bounce test. Replace shocks in pairs front or rear. Check mounting bolts and bushes.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0196,SUV,Suspension,knocking noise from front suspension over bumps,Front Ball Joint Worn,,0.83,High,P-072,2,2000-4000,Jack up front end and check ball joints for play. Inspect rubber boot for damage. Replace worn ball joints. Check alignment after replacement.,"Maruti Swift,Hyundai Creta,Honda City,Tata Harrier"
F0197,SUV,Suspension,clunking sound from front when going over potholes,Front Ball Joint Worn,,0.83,High,P-072,2,2000-4000,Jack up front end and check ball joints for play. Inspect rubber boot for damage. Replace worn ball joints. Check alignment after replacement.,"Maruti Swift,Hyundai Creta,Honda City,Tata Harrier"
F0198,SUV,Suspension,front suspension making noise on rough roads,Front Ball Joint Worn,,0.83,High,P-072,2,2000-4000,Jack up front end and check ball joints for play. Inspect rubber boot for damage. Replace worn ball joints. Check alignment after replacement.,"Maruti Swift,Hyundai Creta,Honda City,Tata Harrier"
F0199,Car,Suspension,car pulling to one side while driving straight,Wheel Alignment Out,,0.82,Low,,1,500-1500,Perform four wheel alignment check. Adjust toe camber and caster to manufacturer specifications. Check for worn suspension parts causing misalignment.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0200,Car,Suspension,steering wheel not centered vehicle drifts,Wheel Alignment Out,,0.82,Low,,1,500-1500,Perform four wheel alignment check. Adjust toe camber and caster to manufacturer specifications. Check for worn suspension parts causing misalignment.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0201,Car,Suspension,uneven tyre wear on one side car drifting,Wheel Alignment Out,,0.82,Low,,1,500-1500,Perform four wheel alignment check. Adjust toe camber and caster to manufacturer specifications. Check for worn suspension parts causing misalignment.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0202,Car,Suspension,humming noise from wheel area increases with speed,Wheel Bearing Failure,,0.85,High,P-073,2,2500-5000,Jack vehicle and check for wheel play. Spin wheel listening for roughness. Replace wheel bearing and hub assembly. Torque wheel nut to spec.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Tata Nexon"
F0203,Car,Suspension,wheel bearing making roaring noise while driving,Wheel Bearing Failure,,0.85,High,P-073,2,2500-5000,Jack vehicle and check for wheel play. Spin wheel listening for roughness. Replace wheel bearing and hub assembly. Torque wheel nut to spec.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Tata Nexon"
F0204,Car,Suspension,grinding humming noise from front or rear wheel,Wheel Bearing Failure,,0.85,High,P-073,2,2500-5000,Jack vehicle and check for wheel play. Spin wheel listening for roughness. Replace wheel bearing and hub assembly. Torque wheel nut to spec.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Tata Nexon"
F0205,Car,Suspension,suspension bush cracked making creaking noise,Suspension Bush Worn,,0.8,Medium,P-074,2,1500-3000,Inspect suspension bushes for cracking and deterioration. Replace worn bushes. May need to press out old and press in new bushes.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0206,Car,Suspension,creaking and squeaking noise from suspension when turning,Suspension Bush Worn,,0.8,Medium,P-074,2,1500-3000,Inspect suspension bushes for cracking and deterioration. Replace worn bushes. May need to press out old and press in new bushes.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0207,Car,Suspension,rubber bush noise from control arm area,Suspension Bush Worn,,0.8,Medium,P-074,2,1500-3000,Inspect suspension bushes for cracking and deterioration. Replace worn bushes. May need to press out old and press in new bushes.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0208,Car,Suspension,car leaning to one side sitting lower,Coil Spring Broken,,0.84,High,P-075,2,2500-5000,Inspect coil springs for fracture typically at top or bottom coil. Replace broken spring. Always replace in pairs on same axle. Check alignment.,"Maruti Swift,Hyundai Verna,Honda Amaze,Tata Tigor"
F0209,Car,Suspension,one corner of car sitting lower than other,Coil Spring Broken,,0.84,High,P-075,2,2500-5000,Inspect coil springs for fracture typically at top or bottom coil. Replace broken spring. Always replace in pairs on same axle. Check alignment.,"Maruti Swift,Hyundai Verna,Honda Amaze,Tata Tigor"
F0210,Car,Suspension,spring broken car sitting unevenly on one side,Coil Spring Broken,,0.84,High,P-075,2,2500-5000,Inspect coil springs for fracture typically at top or bottom coil. Replace broken spring. Always replace in pairs on same axle. Check alignment.,"Maruti Swift,Hyundai Verna,Honda Amaze,Tata Tigor"
F0211,Car,Suspension,strut mount making popping noise when turning steering,Strut Top Mount Failure,,0.81,Medium,P-076,2,2000-4000,Remove strut assembly. Inspect top mount bearing for roughness and play. Replace strut mount. May replace strut also if worn. Align wheels after.,"Maruti Swift,Hyundai i20,Honda City,Kia Seltos"
F0212,Car,Suspension,knocking noise from top of suspension when turning,Strut Top Mount Failure,,0.81,Medium,P-076,2,2000-4000,Remove strut assembly. Inspect top mount bearing for roughness and play. Replace strut mount. May replace strut also if worn. Align wheels after.,"Maruti Swift,Hyundai i20,Honda City,Kia Seltos"
F0213,Car,Suspension,popping clunking from strut tower area,Strut Top Mount Failure,,0.81,Medium,P-076,2,2000-4000,Remove strut assembly. Inspect top mount bearing for roughness and play. Replace strut mount. May replace strut also if worn. Align wheels after.,"Maruti Swift,Hyundai i20,Honda City,Kia Seltos"
F0214,Car,Suspension,anti roll bar links making rattling noise,Anti Roll Bar Link Failure,,0.8,Low,P-077,1,1000-2000,Inspect sway bar end links for play. Check rubber boots for damage. Replace worn links. Torque to specification.,"Maruti Baleno,Hyundai Creta,Tata Nexon,Honda City"
F0215,Car,Suspension,stabilizer bar link clicking over bumps,Anti Roll Bar Link Failure,,0.8,Low,P-077,1,1000-2000,Inspect sway bar end links for play. Check rubber boots for damage. Replace worn links. Torque to specification.,"Maruti Baleno,Hyundai Creta,Tata Nexon,Honda City"
F0216,Car,Suspension,rattling noise from front when going over small bumps,Anti Roll Bar Link Failure,,0.8,Low,P-077,1,1000-2000,Inspect sway bar end links for play. Check rubber boots for damage. Replace worn links. Torque to specification.,"Maruti Baleno,Hyundai Creta,Tata Nexon,Honda City"
F0217,Car,Suspension,car nose diving badly when braking,Front Struts Weak,,0.79,Medium,P-070,3,4000-8000,Perform bounce test on front. Check for oil leaks. Replace both front struts. Replace strut mounts and bump stops at same time.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0218,Car,Suspension,excessive front end dip under braking soft front end,Front Struts Weak,,0.79,Medium,P-070,3,4000-8000,Perform bounce test on front. Check for oil leaks. Replace both front struts. Replace strut mounts and bump stops at same time.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0219,Car,Suspension,front suspension too soft car pitching forward when stopping,Front Struts Weak,,0.79,Medium,P-070,3,4000-8000,Perform bounce test on front. Check for oil leaks. Replace both front struts. Replace strut mounts and bump stops at same time.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0220,SUV,Suspension,rear suspension sagging with load car bottoming out,Rear Spring Sagging,,0.8,Medium,P-078,2,2000-4000,Inspect rear springs for sag and compare ride height. Replace both rear springs. Consider uprated springs for vehicles that carry heavy loads regularly.,"Toyota Innova,Mahindra Scorpio,Maruti Ertiga,Tata Sumo"
F0221,SUV,Suspension,rear springs weak car scraping over speed bumps with passengers,Rear Spring Sagging,,0.8,Medium,P-078,2,2000-4000,Inspect rear springs for sag and compare ride height. Replace both rear springs. Consider uprated springs for vehicles that carry heavy loads regularly.,"Toyota Innova,Mahindra Scorpio,Maruti Ertiga,Tata Sumo"
F0222,SUV,Suspension,rear end sitting very low when loaded,Rear Spring Sagging,,0.8,Medium,P-078,2,2000-4000,Inspect rear springs for sag and compare ride height. Replace both rear springs. Consider uprated springs for vehicles that carry heavy loads regularly.,"Toyota Innova,Mahindra Scorpio,Maruti Ertiga,Tata Sumo"
F0223,Car,Cooling,radiator leaking coolant from core or tank,Radiator Leak,,0.86,High,P-079,3,4000-8000,Pressure test cooling system to locate leak. If radiator core leaking replace radiator. If tank cracked attempt repair or replace. Refill coolant.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0224,Car,Cooling,green or pink coolant dripping from radiator,Radiator Leak,,0.86,High,P-079,3,4000-8000,Pressure test cooling system to locate leak. If radiator core leaking replace radiator. If tank cracked attempt repair or replace. Refill coolant.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0225,Car,Cooling,radiator leak visible at front of car coolant pooling,Radiator Leak,,0.86,High,P-079,3,4000-8000,Pressure test cooling system to locate leak. If radiator core leaking replace radiator. If tank cracked attempt repair or replace. Refill coolant.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0226,Car,Cooling,car overheating fan not turning on,Radiator Fan Motor or Relay Failure,,0.84,High,P-080,1.5,2000-4000,Check fan operation by jumping relay. Test fan motor with direct power. Check coolant temperature sensor signal. Replace fan motor or relay as needed.,"Maruti Swift,Hyundai i20,Tata Altroz,Kia Sonet"
F0227,Car,Cooling,engine temperature rising fan not spinning,Radiator Fan Motor or Relay Failure,,0.84,High,P-080,1.5,2000-4000,Check fan operation by jumping relay. Test fan motor with direct power. Check coolant temperature sensor signal. Replace fan motor or relay as needed.,"Maruti Swift,Hyundai i20,Tata Altroz,Kia Sonet"
F0228,Car,Cooling,electric radiator fan not working engine overheating,Radiator Fan Motor or Relay Failure,,0.84,High,P-080,1.5,2000-4000,Check fan operation by jumping relay. Test fan motor with direct power. Check coolant temperature sensor signal. Replace fan motor or relay as needed.,"Maruti Swift,Hyundai i20,Tata Altroz,Kia Sonet"
F0229,Car,Cooling,coolant hose burst spraying coolant,Coolant Hose Failure,,0.85,High,P-081,1,800-1800,Allow engine to cool. Drain coolant below hose level. Remove clamps and replace damaged hose. Use new clamps. Refill and bleed cooling system.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0230,Car,Cooling,rubber coolant hose split or cracked leaking,Coolant Hose Failure,,0.85,High,P-081,1,800-1800,Allow engine to cool. Drain coolant below hose level. Remove clamps and replace damaged hose. Use new clamps. Refill and bleed cooling system.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0231,Car,Cooling,upper or lower radiator hose leaking coolant,Coolant Hose Failure,,0.85,High,P-081,1,800-1800,Allow engine to cool. Drain coolant below hose level. Remove clamps and replace damaged hose. Use new clamps. Refill and bleed cooling system.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0232,Car,Cooling,coolant expansion tank cracked leaking,Expansion Tank Crack,,0.82,Medium,P-082,1,1000-2000,Inspect expansion tank for cracks. Replace expansion tank and cap. Refill coolant mixture to correct level. Pressure test system.,"Maruti Baleno,Hyundai Verna,Honda City,Toyota Glanza"
F0233,Car,Cooling,overflow tank losing coolant visible crack,Expansion Tank Crack,,0.82,Medium,P-082,1,1000-2000,Inspect expansion tank for cracks. Replace expansion tank and cap. Refill coolant mixture to correct level. Pressure test system.,"Maruti Baleno,Hyundai Verna,Honda City,Toyota Glanza"
F0234,Car,Cooling,coolant reservoir leaking from body crack,Expansion Tank Crack,,0.82,Medium,P-082,1,1000-2000,Inspect expansion tank for cracks. Replace expansion tank and cap. Refill coolant mixture to correct level. Pressure test system.,"Maruti Baleno,Hyundai Verna,Honda City,Toyota Glanza"
F0235,Car,Cooling,engine not reaching operating temperature fuel economy poor,Thermostat Stuck Open,P0128,0.8,Medium,P-012,1.5,1200-2500,Check engine temperature against coolant temp sensor reading. If engine runs cold replace thermostat. Use correct thermostat rating for vehicle.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0236,Car,Cooling,thermostat stuck open engine running cold,Thermostat Stuck Open,P0128,0.8,Medium,P-012,1.5,1200-2500,Check engine temperature against coolant temp sensor reading. If engine runs cold replace thermostat. Use correct thermostat rating for vehicle.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0237,Car,Cooling,temperature gauge not reaching middle after long driving,Thermostat Stuck Open,P0128,0.8,Medium,P-012,1.5,1200-2500,Check engine temperature against coolant temp sensor reading. If engine runs cold replace thermostat. Use correct thermostat rating for vehicle.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0238,SUV,Cooling,heater core leaking coolant inside car foggy windscreen,Heater Core Leak,,0.82,High,P-083,5,4000-8000,Confirm heater core leak by checking coolant level and cabin carpet wetness. Remove dashboard to access heater core. Replace core and O-rings. Refill system.,"Maruti Swift,Hyundai i20,Honda City,Mahindra Scorpio"
F0239,SUV,Cooling,sweet smell inside car with coolant loss and foggy glass,Heater Core Leak,,0.82,High,P-083,5,4000-8000,Confirm heater core leak by checking coolant level and cabin carpet wetness. Remove dashboard to access heater core. Replace core and O-rings. Refill system.,"Maruti Swift,Hyundai i20,Honda City,Mahindra Scorpio"
F0240,SUV,Cooling,coolant dripping under dashboard passenger side,Heater Core Leak,,0.82,High,P-083,5,4000-8000,Confirm heater core leak by checking coolant level and cabin carpet wetness. Remove dashboard to access heater core. Replace core and O-rings. Refill system.,"Maruti Swift,Hyundai i20,Honda City,Mahindra Scorpio"
F0241,Car,Cooling,radiator cap not holding pressure coolant boiling over,Radiator Cap Failure,,0.78,Low,P-084,0.25,200-500,Pressure test radiator cap. Compare to specified pressure rating. Replace cap with correct pressure rated cap. Check for system overheat damage.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0242,Car,Cooling,coolant overflowing from expansion tank when hot,Radiator Cap Failure,,0.78,Low,P-084,0.25,200-500,Pressure test radiator cap. Compare to specified pressure rating. Replace cap with correct pressure rated cap. Check for system overheat damage.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0243,Car,Cooling,radiator cap pressure valve failed,Radiator Cap Failure,,0.78,Low,P-084,0.25,200-500,Pressure test radiator cap. Compare to specified pressure rating. Replace cap with correct pressure rated cap. Check for system overheat damage.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0244,SUV,Cooling,intercooler leaking boost on turbocharged diesel,Intercooler Leak,,0.81,Medium,P-085,2,3000-6000,Check intercooler pipes for cracks and loose clamps. Pressure test intercooler system. Replace leaking intercooler or repair pipes. Tighten all clamps.,"Hyundai Creta Diesel,Tata Nexon Diesel,Mahindra XUV700,Kia Seltos Diesel"
F0245,SUV,Cooling,turbo diesel losing power intercooler hose popped off,Intercooler Leak,,0.81,Medium,P-085,2,3000-6000,Check intercooler pipes for cracks and loose clamps. Pressure test intercooler system. Replace leaking intercooler or repair pipes. Tighten all clamps.,"Hyundai Creta Diesel,Tata Nexon Diesel,Mahindra XUV700,Kia Seltos Diesel"
F0246,SUV,Cooling,boost leak from intercooler pipes or core,Intercooler Leak,,0.81,Medium,P-085,2,3000-6000,Check intercooler pipes for cracks and loose clamps. Pressure test intercooler system. Replace leaking intercooler or repair pipes. Tighten all clamps.,"Hyundai Creta Diesel,Tata Nexon Diesel,Mahindra XUV700,Kia Seltos Diesel"
F0247,Car,Fuel System,fuel injector clogged car hesitating on acceleration,Fuel Injector Clogged,"P0201,P0202,P0203",0.82,Medium,P-022,2,3000-6000,Remove fuel injectors. Ultrasonic clean or replace clogged injectors. Replace injector O-rings. Test fuel spray pattern after cleaning.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0248,Car,Fuel System,engine stumbling and hesitating under load,Fuel Injector Clogged,"P0201,P0202,P0203",0.82,Medium,P-022,2,3000-6000,Remove fuel injectors. Ultrasonic clean or replace clogged injectors. Replace injector O-rings. Test fuel spray pattern after cleaning.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0249,Car,Fuel System,one cylinder misfiring due to clogged injector rough running,Fuel Injector Clogged,"P0201,P0202,P0203",0.82,Medium,P-022,2,3000-6000,Remove fuel injectors. Ultrasonic clean or replace clogged injectors. Replace injector O-rings. Test fuel spray pattern after cleaning.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0250,Car,Fuel System,fuel filter clogged causing loss of power,Fuel Filter Blocked,,0.8,Medium,P-086,1,800-1500,Locate fuel filter in-line or in-tank. Replace fuel filter. Prime fuel system. Check fuel pressure after replacement to confirm fix.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0251,Car,Fuel System,engine starving for fuel at high RPM reduced performance,Fuel Filter Blocked,,0.8,Medium,P-086,1,800-1500,Locate fuel filter in-line or in-tank. Replace fuel filter. Prime fuel system. Check fuel pressure after replacement to confirm fix.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0252,Car,Fuel System,car losing power under acceleration fuel starvation,Fuel Filter Blocked,,0.8,Medium,P-086,1,800-1500,Locate fuel filter in-line or in-tank. Replace fuel filter. Prime fuel system. Check fuel pressure after replacement to confirm fix.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0253,Car,Fuel System,strong fuel smell around car possible fuel leak,Fuel Line Leak,,0.85,Critical,P-087,2,2000-4000,Inspect all fuel lines for cracks and wet spots. Check fuel rail connections. Replace damaged fuel line sections. Check injector O-rings for leak.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0254,Car,Fuel System,petrol smell from engine bay or underneath car,Fuel Line Leak,,0.85,Critical,P-087,2,2000-4000,Inspect all fuel lines for cracks and wet spots. Check fuel rail connections. Replace damaged fuel line sections. Check injector O-rings for leak.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0255,Car,Fuel System,fuel odor and visible wet spots near fuel lines,Fuel Line Leak,,0.85,Critical,P-087,2,2000-4000,Inspect all fuel lines for cracks and wet spots. Check fuel rail connections. Replace damaged fuel line sections. Check injector O-rings for leak.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0256,Car,Fuel System,fuel pressure regulator failed engine rich running,Fuel Pressure Regulator Failure,"P0191,P0192",0.8,Medium,P-088,1.5,2500-4500,Test fuel pressure with gauge. Compare to spec. Check vacuum line to regulator. Replace fuel pressure regulator if pressure out of range. Clear codes.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0257,Car,Fuel System,black smoke and strong fuel smell from exhaust,Fuel Pressure Regulator Failure,"P0191,P0192",0.8,Medium,P-088,1.5,2500-4500,Test fuel pressure with gauge. Compare to spec. Check vacuum line to regulator. Replace fuel pressure regulator if pressure out of range. Clear codes.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0258,Car,Fuel System,engine running very rich poor mileage and black smoke,Fuel Pressure Regulator Failure,"P0191,P0192",0.8,Medium,P-088,1.5,2500-4500,Test fuel pressure with gauge. Compare to spec. Check vacuum line to regulator. Replace fuel pressure regulator if pressure out of range. Clear codes.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0259,Car,Fuel System,fuel gauge reading incorrect inaccurate fuel level,Fuel Level Sender Unit Failure,,0.78,Low,P-089,2,2000-3500,Test fuel level sender resistance. Compare to spec range. If out of range replace fuel level sender unit in tank. Calibrate gauge if needed.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0260,Car,Fuel System,fuel level showing full when tank is empty,Fuel Level Sender Unit Failure,,0.78,Low,P-089,2,2000-3500,Test fuel level sender resistance. Compare to spec range. If out of range replace fuel level sender unit in tank. Calibrate gauge if needed.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0261,Car,Fuel System,fuel gauge stuck or fluctuating randomly,Fuel Level Sender Unit Failure,,0.78,Low,P-089,2,2000-3500,Test fuel level sender resistance. Compare to spec range. If out of range replace fuel level sender unit in tank. Calibrate gauge if needed.,"Maruti WagonR,Hyundai i10,Tata Tiago,Honda Amaze"
F0262,SUV,Fuel System,diesel injector pump failing loss of power and hard starting,Diesel Injection Pump Failure,P0251,0.84,Critical,P-090,6,15000-30000,Test diesel injection pump output pressure. Check timing. Remove and recondition or replace injection pump. Bleed fuel system completely.,"Mahindra Bolero,Tata Sumo,Toyota Innova Diesel,Mahindra Scorpio"
F0263,SUV,Fuel System,diesel engine losing power and hunting at idle,Diesel Injection Pump Failure,P0251,0.84,Critical,P-090,6,15000-30000,Test diesel injection pump output pressure. Check timing. Remove and recondition or replace injection pump. Bleed fuel system completely.,"Mahindra Bolero,Tata Sumo,Toyota Innova Diesel,Mahindra Scorpio"
F0264,SUV,Fuel System,diesel fuel injection pump noisy and inconsistent,Diesel Injection Pump Failure,P0251,0.84,Critical,P-090,6,15000-30000,Test diesel injection pump output pressure. Check timing. Remove and recondition or replace injection pump. Bleed fuel system completely.,"Mahindra Bolero,Tata Sumo,Toyota Innova Diesel,Mahindra Scorpio"
F0265,Car,Fuel System,check engine light and evap system code fuel cap area,Fuel Cap Seal Damaged,"P0440,P0455",0.75,Low,P-091,0.25,300-600,Inspect fuel cap seal for cracks and damage. Replace fuel cap with OEM specification cap. Clear fault codes and monitor for recurrence.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0266,Car,Fuel System,fuel cap check engine light on gas cap not sealing,Fuel Cap Seal Damaged,"P0440,P0455",0.75,Low,P-091,0.25,300-600,Inspect fuel cap seal for cracks and damage. Replace fuel cap with OEM specification cap. Clear fault codes and monitor for recurrence.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0267,Car,Fuel System,CEL with evaporative system leak code after refueling,Fuel Cap Seal Damaged,"P0440,P0455",0.75,Low,P-091,0.25,300-600,Inspect fuel cap seal for cracks and damage. Replace fuel cap with OEM specification cap. Clear fault codes and monitor for recurrence.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0268,Car,Fuel System,CNG kit reducer freezing up in cold weather,CNG Reducer Malfunction,,0.79,Medium,P-092,2,3000-5000,Inspect CNG reducer for icing and membrane damage. Check coolant flow to reducer. Replace reducer membrane or entire unit. Recalibrate CNG system.,"Maruti WagonR CNG,Hyundai i10 CNG,Maruti Alto CNG,Maruti Ertiga CNG"
F0269,Car,Fuel System,CNG vehicle losing power reducer icing,CNG Reducer Malfunction,,0.79,Medium,P-092,2,3000-5000,Inspect CNG reducer for icing and membrane damage. Check coolant flow to reducer. Replace reducer membrane or entire unit. Recalibrate CNG system.,"Maruti WagonR CNG,Hyundai i10 CNG,Maruti Alto CNG,Maruti Ertiga CNG"
F0270,Car,Fuel System,CNG car performance dropping reducer issue,CNG Reducer Malfunction,,0.79,Medium,P-092,2,3000-5000,Inspect CNG reducer for icing and membrane damage. Check coolant flow to reducer. Replace reducer membrane or entire unit. Recalibrate CNG system.,"Maruti WagonR CNG,Hyundai i10 CNG,Maruti Alto CNG,Maruti Ertiga CNG"
F0271,Car,Exhaust,catalytic converter rattling and check engine light,Catalytic Converter Failure,"P0420,P0430",0.84,High,P-093,3,8000-15000,Read fault codes. Check catalyst efficiency with exhaust gas analyzer. Replace catalytic converter. Check for root cause of failure.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0272,Car,Exhaust,failed emissions test with catalytic converter code,Catalytic Converter Failure,"P0420,P0430",0.84,High,P-093,3,8000-15000,Read fault codes. Check catalyst efficiency with exhaust gas analyzer. Replace catalytic converter. Check for root cause of failure.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0273,Car,Exhaust,exhaust smelling like rotten eggs CEL on catalyst codes,Catalytic Converter Failure,"P0420,P0430",0.84,High,P-093,3,8000-15000,Read fault codes. Check catalyst efficiency with exhaust gas analyzer. Replace catalytic converter. Check for root cause of failure.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0274,Car,Exhaust,exhaust silencer rusted through making loud noise,Silencer and Muffler Corrosion,,0.85,Medium,P-094,1.5,2000-4000,Inspect exhaust system from manifold to tailpipe. Identify rusted section. Replace silencer and muffler assembly. Replace gaskets and clamps.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0275,Car,Exhaust,car exhaust suddenly very loud muffler has hole,Silencer and Muffler Corrosion,,0.85,Medium,P-094,1.5,2000-4000,Inspect exhaust system from manifold to tailpipe. Identify rusted section. Replace silencer and muffler assembly. Replace gaskets and clamps.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0276,Car,Exhaust,exhaust noise increased significantly silencer corroded,Silencer and Muffler Corrosion,,0.85,Medium,P-094,1.5,2000-4000,Inspect exhaust system from manifold to tailpipe. Identify rusted section. Replace silencer and muffler assembly. Replace gaskets and clamps.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
